,district,price,address,AdUpdateDate,Category,GrossSquareMeters,BuildingAge,NumberFloorsofBuilding,UsingStatus,EligibilityForInvestment,BuildStatus,TitleStatus,ItemStatus,NumberOfBathrooms,NumberOfWCs,AdCreationDate,Type,NetSquareMeters,NumberOfRooms,FloorLocation,HeatingType,CreditEligibility,InsideTheSite,StructureType,MortgageStatus,Swap,Balcony,PriceStatus,RentalIncome,NumberOfBalconies,BalconyType,HallSquareMeters,WCSquareMeters,IsItVideoNavigable?,Subscription,BathroomSquareMeters,BalconySquareMeters
57,arnavutkoy,"555,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Atatürk Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,90 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,28 Şubat 2022,Konut,85 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
58,arnavutkoy,"950,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",01 Mart 2022,Satılık,140 m2,0 (Yeni),4,Boş,,,,,1,,28 Şubat 2022,Konut,130 m2,3+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,3.500 TL,,,,,,,,
59,arnavutkoy,"900,000TLarrow_downward%6","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",01 Mart 2022,Satılık,140 m2,0 (Yeni),3,Boş,,,,,1,,28 Şubat 2022,Konut,130 m2,3+1,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,3.500 TL,,,,,,,,
60,arnavutkoy,"570,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",26 Şubat 2022,Satılık,105 m2,0 (Yeni),4,Boş,,,,,1,,26 Şubat 2022,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,,,
61,arnavutkoy,"8,500,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Arnavutköy Satılık Villa', 'Taşoluk Mahallesi Satılık Villa']",25 Şubat 2022,Satılık,600 m2,5-10,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,4,,25 Şubat 2022,Konut,560 m2,8+ Oda,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
62,arnavutkoy,"1,150,000TL","['Anasayfa', 'Satılık Müstakil Ev', 'İstanbul Satılık Müstakil Ev', 'Arnavutköy Satılık Müstakil Ev', 'Durusu Mahallesi Satılık Müstakil Ev']",28 Şubat 2022,Satılık,303 m2,11-15,1,Boş,Yatırıma Uygun,İkinci El,Arsa,Boş,1,1,24 Şubat 2022,Konut,300 m2,3+1,Müstakil,Kombi Doğalgaz,Bilinmiyor,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,5.000 TL,,,,,Hayır,,,
63,arnavutkoy,"1,990,000TL","['Anasayfa', 'Satılık Bina', 'İstanbul Satılık Bina', 'Arnavutköy Satılık Bina', 'Boğazköy İstiklal Mahallesi Satılık Bina']",23 Şubat 2022,Satılık,194 m2,16-20,5,Boş,,,,,1,,23 Şubat 2022,Konut,170 m2,4+1,Müstakil,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,,,Genel Fiyat,,,,,,,,,
64,arnavutkoy,"395,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,95 m2,4,4,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,,Boş,1,1,23 Şubat 2022,Konut,85 m2,2+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Var,Var,Genel Fiyat,2.300 TL,1,Açık Balkon,16 m2,5 m2,Evet,,9 m2,30 m2
65,arnavutkoy,"995,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Taşoluk Mahallesi Satılık Daire']",22 Şubat 2022,Satılık,185 m2,3,3,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,22 Şubat 2022,Konut,170 m2,4+2,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
66,arnavutkoy,"835,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,210 m2,0 (Yeni),4,Boş,Yatırıma Uygun,Sıfır,Kat İrtifakı,Boş,2,2,22 Şubat 2022,Konut,180 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,,Var,Var,Genel Fiyat,4.500 TL,4 +,Açık Balkon,20 m2,5 m2,Evet,,8 m2,7 m2
67,arnavutkoy,"645,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Yunus Emre Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,125 m2,5-10,4,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,1,2,22 Şubat 2022,Konut,110 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Var,Var,Genel Fiyat,3.000 TL,2,Açık Balkon,22 m2,6 m2,Evet,,8 m2,8 m2
68,arnavutkoy,"450,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",03 Mart 2022,Satılık,100 m2,0 (Yeni),5,Boş,Yatırıma Uygun,Sıfır,Kat Mülkiyeti,Boş,1,1,21 Şubat 2022,Konut,95 m2,2+1,5. Kat,Merkezi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,3.000 TL,,,,,Evet,,,
69,arnavutkoy,"995,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",20 Şubat 2022,Satılık,200 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,3,,20 Şubat 2022,Konut,180 m2,4+2,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
70,arnavutkoy,"585,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",20 Şubat 2022,Satılık,120 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,20 Şubat 2022,Konut,110 m2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
71,arnavutkoy,"940,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Ömerli Mahallesi Satılık Daire']",19 Şubat 2022,Satılık,95 m2,11-15,14,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,2,19 Şubat 2022,Konut,73 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Evet,Betonarme,Yok,Yok,Var,Genel Fiyat,,1,Açık Balkon,19 m2,2 m2,Evet,267 TL,5 m2,5 m2
72,arnavutkoy,"520,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'İslambey Mahallesi Satılık Daire']",18 Şubat 2022,Satılık,55 m2,1,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,18 Şubat 2022,Konut,45 m2,1+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
73,arnavutkoy,"700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",18 Şubat 2022,Satılık,90 m2,4,6,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,18 Şubat 2022,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
74,arnavutkoy,"890,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,85 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,19 Şubat 2022,Konut,80 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
75,arnavutkoy,"1,275,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,175 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,19 Şubat 2022,Konut,160 m2,3+2,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
76,arnavutkoy,"420,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Yunus Emre Mahallesi Satılık Daire']",17 Şubat 2022,Satılık,70 m2,5-10,5,Kiracı Oturuyor,,,,,1,,17 Şubat 2022,Konut,65 m2,1+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,,,
77,arnavutkoy,"1,100,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Deliklikaya Mahallesi Satılık Daire']",17 Şubat 2022,Satılık,120 m2,5-10,1,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Arsa,,1,1,17 Şubat 2022,Konut,110 m2,3+1,Bahçe Katı,Doğalgaz Sobalı,Krediye Uygun,Hayır,,,Var,Yok,Genel Fiyat,2.500 TL,,,,,,1 TL,,
78,arnavutkoy,"2,000,000TL","['Anasayfa', 'Satılık Bina', 'İstanbul Satılık Bina', 'Arnavutköy Satılık Bina', 'Fatih Mahallesi Satılık Bina']",28 Şubat 2022,Satılık,120 m2,21 Ve Üzeri,5,Kiracı Oturuyor,,,,,1,,17 Şubat 2022,Konut,115 m2,3+1,Müstakil,Doğalgaz Sobalı,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,,,
79,arnavutkoy,"6,000,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Arnavutköy Satılık Villa', 'Balaban Mahallesi Satılık Villa']",17 Şubat 2022,Satılık,300 m2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,,Boş,2,,17 Şubat 2022,Konut,240 m2,6+2,Villa Tipi,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Var,Var,Genel Fiyat,,2,Açık Balkon,,,Evet,,,
80,arnavutkoy,"725,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Arnavutköy Merkez Mahallesi Satılık Daire']",18 Şubat 2022,Satılık,105 m2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,17 Şubat 2022,Konut,90 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
81,arnavutkoy,"875,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,115 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,17 Şubat 2022,Konut,105 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
82,arnavutkoy,"875,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,115 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,17 Şubat 2022,Konut,105 m2,3+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
83,arnavutkoy,"950,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Ömerli Mahallesi Satılık Daire']",15 Şubat 2022,Satılık,95 m2,11-15,11,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,Boş,1,2,15 Şubat 2022,Konut,73 m2,2+1,7. Kat,Kombi Doğalgaz,Krediye Uygun,Evet,Betonarme,Yok,Yok,Var,Genel Fiyat,,1,Açık Balkon,19 m2,3 m2,Evet,267 TL,5 m2,5 m2
84,arnavutkoy,"525,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Atatürk Mahallesi Satılık Daire']",14 Şubat 2022,Satılık,95 m2,4,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,14 Şubat 2022,Konut,90 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
85,arnavutkoy,"429,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Atatürk Mahallesi Satılık Daire']",14 Şubat 2022,Satılık,105 m2,5-10,6,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,14 Şubat 2022,Konut,100 m2,2+1,Çatı Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
86,arnavutkoy,"555,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",28 Şubat 2022,Satılık,130 m2,11-15,6,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,14 Şubat 2022,Konut,120 m2,3+1,Kot 2 (-2). Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
87,arnavutkoy,"1,200,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Nenehatun Mahallesi Satılık Daire']",01 Mart 2022,Satılık,200 m2,0 (Yeni),4,Boş,Yatırıma Uygun,,,,2,,12 Şubat 2022,Konut,190 m2,4+2,Bahçe Dublex,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,Var,Genel Fiyat,3.500 TL,,,,,,,,
88,arnavutkoy,"870,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Nenehatun Mahallesi Satılık Daire']",01 Mart 2022,Satılık,140 m2,0 (Yeni),4,Boş,Yatırıma Uygun,,,,1,,12 Şubat 2022,Konut,130 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,2.500 TL,,,,,,,,
89,arnavutkoy,"619,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Boğazköy İstiklal Mahallesi Satılık Daire']",12 Şubat 2022,Satılık,100 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,12 Şubat 2022,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
90,arnavutkoy,"1,350,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",12 Şubat 2022,Satılık,250 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,12 Şubat 2022,Konut,230 m2,6+2,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
91,arnavutkoy,"550,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",12 Şubat 2022,Satılık,115 m2,5-10,7,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,12 Şubat 2022,Konut,100 m2,3+1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
92,arnavutkoy,"750,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'İslambey Mahallesi Satılık Daire']",12 Şubat 2022,Satılık,100 m2,0 (Yeni),4,Boş,Yatırıma Uygun,Sıfır,Kat İrtifakı,Boş,1,1,12 Şubat 2022,Konut,95 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,,1,Açık Balkon,,,Hayır,,,
93,arnavutkoy,"1,700,000TL","['Anasayfa', 'Satılık Müstakil Ev', 'İstanbul Satılık Müstakil Ev', 'Arnavutköy Satılık Müstakil Ev', 'Yeniköy Mahallesi Satılık Müstakil Ev']",11 Şubat 2022,Satılık,285 m2,21 Ve Üzeri,2,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,4,,11 Şubat 2022,Konut,275 m2,6+2,Düz Giriş,Kombi Doğalgaz,Krediye Uygun Değil,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
94,arnavutkoy,"10,000,000TL","['Anasayfa', 'Satılık Bina', 'İstanbul Satılık Bina', 'Arnavutköy Satılık Bina', 'Haraççı Mahallesi Satılık Bina']",09 Şubat 2022,Satılık,700 m2,5-10,3,Kiracı Oturuyor,Yatırıma Uygun,İkinci El,Kat Mülkiyeti,,1,,09 Şubat 2022,Konut,695 m2,2+1,Kot 3 (-3). Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,Var,Genel Fiyat,14.000 TL,,,,,,,,
95,arnavutkoy,"700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Haraççı Mahallesi Satılık Daire']",10 Şubat 2022,Satılık,185 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,Yok,Boş,2,,10 Şubat 2022,Konut,170 m2,3+2,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
96,arnavutkoy,"725,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Haraççı Mahallesi Satılık Daire']",10 Şubat 2022,Satılık,180 m2,2,5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,10 Şubat 2022,Konut,160 m2,3+1,4. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
97,arnavutkoy,"350,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",17 Şubat 2022,Satılık,1.000 m2,5-10,2,Boş,,,,,1,,10 Şubat 2022,Konut,1 m2,3+1,Müstakil,Sobalı,Krediye Uygun Değil,Hayır,,,,,Genel Fiyat,,,,,,,,,
98,arnavutkoy,"700,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'İslambey Mahallesi Satılık Daire']",24 Şubat 2022,Satılık,80 m2,0 (Yeni),5,Boş,,,,,1,1,09 Şubat 2022,Konut,75 m2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,,,
99,arnavutkoy,"500,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Baklalı Mahallesi Satılık Daire']",24 Şubat 2022,Satılık,110 m2,0 (Yeni),5,Boş,,,,,1,,09 Şubat 2022,Konut,100 m2,2+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,,,
100,arnavutkoy,"2,875,999TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Arnavutköy Satılık Villa', 'Baklalı Mahallesi Satılık Villa']",03 Mart 2022,Satılık,210 m2,11-15,3,Mülk Sahibi Oturuyor,,,,,2,,10 Şubat 2022,Konut,180 m2,5+2,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,,,
101,arnavutkoy,"670,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Atatürk Mahallesi Satılık Daire']",18 Şubat 2022,Satılık,100 m2,0 (Yeni),4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,09 Şubat 2022,Konut,90 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
102,arnavutkoy,"920,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Hadımköy Mahallesi Satılık Daire']",01 Mart 2022,Satılık,107 m2,0 (Yeni),5,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,08 Şubat 2022,Konut,100 m2,2+1,5. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
103,arnavutkoy,"675,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",08 Şubat 2022,Satılık,170 m2,3,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,07 Şubat 2022,Konut,160 m2,3+1,Çatı Katı,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
104,arnavutkoy,"315,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Karlıbayır Mahallesi Satılık Daire']",07 Şubat 2022,Satılık,85 m2,5-10,5,Boş,,,,,1,,07 Şubat 2022,Konut,1 m2,2+1,Bahçe Katı,Doğalgaz Sobalı,Krediye Uygun,Hayır,,,,,Genel Fiyat,,,,,,,,,
105,arnavutkoy,"800,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Hastane Mahallesi Satılık Daire']",08 Şubat 2022,Satılık,135 m2,3,6,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,1,,07 Şubat 2022,Konut,125 m2,3+1,2. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
106,arnavutkoy,"1,050,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Taşoluk Mahallesi Satılık Daire']",07 Şubat 2022,Satılık,220 m2,4,4,Boş,Yatırıma Uygun,İkinci El,Kat İrtifakı,Boş,2,2,07 Şubat 2022,Konut,200 m2,4+2,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,,Var,Genel Fiyat,5.000 TL,1,Açık Balkon,,0 m2,Hayır,,,
107,arnavutkoy,"1,800,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Taşoluk Mahallesi Satılık Daire']",08 Şubat 2022,Satılık,272 m2,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,İkinci El,Arsa,Boş,3,3,08 Şubat 2022,Konut,135 m2,3+1,Müstakil,Kombi Doğalgaz,Bilinmiyor,Hayır,Betonarme,Yok,Var,Var,Genel Fiyat,2.000 TL,2,Açık Balkon,25 m2,5 m2,Hayır,1 TL,10 m2,10 m2
108,arnavutkoy,"8,000,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Arnavutköy Satılık Villa', 'Mareşal Fevzi Çakmak Mahallesi Satılık Villa']",02 Mart 2022,Satılık,844 m2,11-15,2,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,3,,08 Şubat 2022,Konut,843 m2,5+1,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
109,arnavutkoy,"8,000,000TL","['Anasayfa', 'Satılık Villa', 'İstanbul Satılık Villa', 'Arnavutköy Satılık Villa', 'Mareşal Fevzi Çakmak Mahallesi Satılık Villa']",02 Mart 2022,Satılık,844 m2,11-15,2,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,3,,08 Şubat 2022,Konut,843 m2,5+1,Düz Giriş,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
110,arnavutkoy,"800,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Anadolu Mahallesi Satılık Daire']",07 Şubat 2022,Satılık,170 m2,3,4,Mülk Sahibi Oturuyor,Bilinmiyor,,,Boş,2,,07 Şubat 2022,Konut,150 m2,4+2,3. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Var,,Genel Fiyat,,,,,,,,,
111,arnavutkoy,"630,000TLarrow_downward%8","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Arnavutköy Merkez Mahallesi Satılık Daire']",12 Şubat 2022,Satılık,110 m2,16-20,5,Boş,Yatırıma Uygun,Sıfır,,Boş,1,1,02 Şubat 2022,Konut,100 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,Betonarme,Yok,Yok,Var,Genel Fiyat,2.500 TL,1,Kapalı Balkon,,,Hayır,,,0 m2
112,arnavutkoy,"900,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Mustafa Kemal Paşa Mahallesi Satılık Daire']",01 Şubat 2022,Satılık,175 m2,11-15,4,Kiracı Oturuyor,Bilinmiyor,,,Boş,1,,01 Şubat 2022,Konut,163 m2,3+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
113,arnavutkoy,"950,000TL","['Anasayfa', 'Satılık Daire', 'İstanbul Satılık Daire', 'Arnavutköy Satılık Daire', 'Bolluca Mahallesi Satılık Daire']",01 Şubat 2022,Satılık,130 m2,1,4,Boş,Bilinmiyor,,,Boş,1,,01 Şubat 2022,Konut,120 m2,2+1,1. Kat,Kombi Doğalgaz,Krediye Uygun,Hayır,,,Yok,,Genel Fiyat,,,,,,,,,
